Text,Label,Score,text_cleaned
"Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾",sadness,0.396,time thought sober grace limit
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",sadness,0.583,just way thinking want absolute hope born absolute despair
"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! 🎉👌🏻💙 #HotForMeTour",sadness,0.292,sadly not think tour fun gonna rock hotformetour
@metalAndTheGeek @astoldbyfANGIRL SAME! I always say it was the best time of my life. I closed my store down and it was so depressing,sadness,0.7290000000000001,same say best time life closed store depressing
"@kole_holland don't fret, there's another game on at 8 #staytuned",sadness,0.25,not fret game staytuned
Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.,sadness,0.375,historically japanese jazz blue s dark age jazz big name like cc amp md surviving tokyo
Honestly today I just felt like maybe track isn't for me #sad,sadness,0.708,honestly today just felt like maybe track not sad
Honestly today I just felt like maybe track isn't for me ,sadness,0.583,honestly today just felt like maybe track not
"@SiWheeler78 never a dull moment, hope you had a gd trip down",sadness,0.16699999999999998,dull moment hope gd trip
nooooo. Poor Blue Bell! not again. #sad,sadness,0.792,noo poor blue bell not again sad
nooooo. Poor Blue Bell! not again. ,sadness,0.604,noo poor blue bell not again
@andreamitchell said @berniesanders not only did not play up HRC in campaigning 4 her in OH but he did not discourage 3rd Party vote. TRUE??,sadness,0.396,said not did not play hrc campaigning oh did not discourage rd party vote true
im having the worst week ever and i cant even go home yet to just sulk in my bed,sadness,0.8540000000000001,im having worst week home just sulk bed
Got a #serious #hyper #predator #heckler situation over here,sadness,0.479,got hyper predator heckler situation
@5SOS I swear I will not go mourn because😭😭💔💔,sadness,0.667,swear not mourn
@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,sadness,0.354,hi hate unhappy keep going up unique feature want plan robert
"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",sadness,0.208,just sucker pine wanna rake up wanna pile down just sucker pine fallsongs
@mizzymaxx @Bsmarz22 @ssmik2309 haha Bro she's sadly married man 😩😩,sadness,0.562,haha bro sadly married man
Fuck yall @Panthers for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism,sadness,0.5,fuck yall hiring gop pr guy discourage cam speakinh mind heart racism
"@stevierayrob Can Elliot Friedman please stop talking, you are clueless. You haven't seen the ball since the kickoff. #mope",sadness,0.606,elliot friedman stop talking clueless not seen ball kickoff mope
All work and no play makes Jack a dull boy,sadness,0.5,work play make jack dull boy
Yes I am picking up sticks and pine cones in my front yard,sadness,0.16699999999999998,yes picking stick pine cone yard
Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen 😢,sadness,0.833,seeing old coworker wife mourn loss year old daughter saddest thing seen
can it stay gloomy but get cold pls,sadness,0.6,stay gloomy cold pls
@macmacm43 jeezus God #dark,sadness,0.46,jeezus god dark
@macmacm43 jeezus God ,sadness,0.271,jeezus god
This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,sadness,0.375,time sober birthday year recovery sobriety sober soberissexy sobernative
"Have any of you ever stayed in hostels overseas? My only frame of reference is the movie Hostel, and we all know how that went.",sadness,0.229,stayed hostel overseas frame reference movie hostel know went
the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽,sadness,0.6459999999999999,thing twitter remember tweet bored come like really dull sad life
I need all your attention! If I don't I'll pout..,sadness,0.417,need attention not pout
It would appear it's a good year for the #blues,sadness,0.5,appear good year blue
.@WotzupCapeTown - thanks for sharing! Surprise guests! @HumanJurgen &amp; visiting US Tenor Sax @CunninghamColin. #livemusic #capetown #blues,sadness,0.267,thanks sharing surprise guest amp visiting tenor sax livemusic capetown blue
@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.,sadness,0.271,watch open mexico week thank making not discouraged
"Well, I had hopes for today. No go. #unhappy",sadness,0.75,well hope today go unhappy
Henny and pine apples 🤔,sadness,0.208,henny pine apple
@pete_ferriday Aww rest your weary head here,sadness,0.396,aww rest weary head
I've been loving you too long #OtisRedding #blues,sadness,0.292,loving long otisredding blue
"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",sadness,0.625,no probably person likely completely understand gobsmacked learn true is sadly
@_MrAminuddin @ejainews @_AlifH @AhmadFuadAdnan dont play with this master noob u want to win.. #serious,sadness,0.417,dont play master noob u want win
@JohnVerdejo Mannn I can't count how many times I've had the '#PR's power grid needs some serious updating' conversation...,sadness,0.479,mann count time pr power grid need updating conversation
Up on melancholy hill,sadness,0.688,melancholy hill
Speech was bold coz it wasn't written by PM NS bt the expression/tone was his own dull n dim,sadness,0.46,speech bold coz not written pm n bt expressiontone dull n dim
"Dropped my phone in the sink earlier.No sound, but everythin else works.Prepared myself for life without music until I put my earphones in",sadness,0.458,dropped phone sink earlierno sound everythin worksprepared life music earphone
"B day next week, catch the sauce and watch the heaviness!",sadness,0.25,b day week catch sauce watch heaviness
@GrimsToyShow @hunna_chunna you got hacked on your gaming channel grim by evil wood clowns yesterday September 20 and September 21 today,sadness,0.396,got hacked gaming channel grim evil wood clown yesterday september september today
How long will they mourn me?,sadness,0.604,long mourn me
@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.,sadness,0.271,know guy sink s game build team play solo hear make solo
"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",sadness,0.479,rooneys fucking untouchable not he fucking dreadful again depay looked decentishtonight
Ibiza blues hitting me hard already wow,sadness,0.833,ibiza blue hitting hard wow
Hey man are you asian?!' Nah man im hispan...'nah you just high as hell.' Some random crackhead in the wal-mart parking lot...cmon #sober,sadness,0.238,hey man asian nah man im hispannah just high hell random crackhead walmart parking lotcmon sober
Does she really need to pout all the time - getting on my nerves #GBBO,sadness,0.5529999999999999,doe really need pout time getting nerve gbbo
Yet again another night I should've stayed in😊,sadness,0.458,night stayed
Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,sadness,0.625,question twitter make want despair battered complain not convinced thing better
"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",sadness,0.135,not sunk im seeing joe month im grateful excited shit
"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",sadness,0.28300000000000003,know right tinge thought glad bsg though happy stayed consistent break
"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",sadness,0.625,rooney oh dear oh dear fucking dreadful
@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-,sadness,0.208,golden brown hue met baby blue arm crossed breast gulking at let guess
@zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!,sadness,0.562,yeah friend minw witnesse accident road near like car hav like sunk ih gosh safe okay
@charles_gaba @NateSilver538 @DavMicRot @FiveThirtyEight A litany of name-calling. How dull.,sadness,0.39,litany namecalling dull
That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire,sadness,0.208,start season open dark hell empire
"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",sadness,0.583,did not say bad situation great mate believe were make despair humanity
"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness,0.7290000000000001,know painted quite grim picture chance simply stand here surely die
